一	一ＹＩ
钣	钅反Ｂ
垆	土卜尸
沤	氵匚乂
屣	尸彳止
卺	乛水
嫠	未厂女
蘼	艹广非
坶	土母Ｍ
蘧	艹虍辶
镒	钅首皿
蕞	艹耳又
玢	王分Ｂ
厝	厂日
锆	钅告Ｇ
鬲	一口冂
詈	罒言Ｌ
箧	匚夫
铴	钅氵Ｊ
怃	忄干乚
浜	氵丘八
鳔	鱼覀示
缶	缶ＦＵ
藿	艹雨隹
蛑	虫厶牛
柰	木示Ｎ
鼗	Ｋ首又
蓥	营金Ｙ
欤	与欠Ｙ
钚	钅不Ｂ
蛞	虫舌Ｋ
娌	女里Ｌ
鲆	鱼干丷
癔	疒立心
鄣	章阝Ｚ
酢	酉乍Ｃ
骖	马厶彡
酲	酉口王
碓	石隹Ｄ
妗	女亽乛
麈	鹿比主
傧	亻穴丘
燔	火丿田
黻	业巾犮
缂	纟革Ｋ
鹩	大小鸟
碛	石贝
铱	钅衣Ｙ
塬	土厂小
韫	二卩皿
揸	扌木一
趵	勹丶
屙	尸阝可
猓	犭日木
檩	木亠示
谝	讠户冊
笸	匚口
蜣	虫乚
溽	氵厂寸
蜩	虫冂土
乇	丿七Ｔ
痦	疒五口
赀	止匕贝
萏	艹臼
偾	亻十贝
鄄	覀土阝
岘	山见Ｘ
揠	扌匚日
伛	亻匚乂
碚	石立口
阊	门日日
蕺	艹耳戈
孓	乛亅丶
镧	钅门木
锊	钅爫寸
铍	钅皮Ｐ
溱	氵禾
昝	夂卜日
胙	月乍Ｚ
瑷	王爱Ａ
邶	丬匕阝
坫	土占Ｄ
伲	亻尸匕
芑	艹己Ｑ
缬	纟吉页
硎	石一刂
镟	钅族止
糌	米卜日
隹	隹ＣＩ
坼	土斤丶
幞	巾业丶
戢	口耳戈
崃	山未丷
髀	骨卑Ｂ
忭	忄亠卜
箪	丷十
瞢	艹罒目
筌	全Ｑ
菽	艹小又
荨	艹彐寸
郅	一土阝
锛	钅大廾
笾	力辶
篪	几
辏	车大
癜	疒尸殳
钒	钅几丶
哕	口山夕
敫	白方攵
廑	广廿
鲢	鱼车辶
仳	亻比Ｐ
厍	厂车Ｓ
砷	石日丨
蓍	艹耂日
鳎	鱼日羽
圬	土二Ｓ
欷	乂欠
碹	石宀一
甏	吉彡瓦
檗	尸辛木
豉	一首又
淦	氵金Ｇ
磙	石衣八
苣	艹匚尸
艿	艹乃Ｎ
颞	耳又页
嗍	口丷月
胝	月Ｃ七
槠	木讠者
诼	讠豕丶
诹	讠耳又
麸	夂夫
蛱	虫夫丷
鞫	革勹言
锂	钅里Ｌ
荞	艹丿刂
轫	车刀丶
椹	木其乚
郾	匚日阝
楱	木大
迨	厶口辶
氘	气刂Ｄ
槲	木斗
耩	耒井冂
熳	火日又
缌	纟田心
恂	忄勹日
铟	钅囗大
卣	卜囗尸
唣	口白七
苁	艹人人
裉	衤艮Ｋ
瘰	疒田小
泺	氵Ｃ小
锘	钅艹口
璩	王虍豕
薹	艹吉土
阌	门受Ｗ
堙	土覀土
茺	艹充儿
砩	石弓刂
蓠	艹文冂
啉	口林Ｌ
黾	口日乚
诒	讠厶口
唑	口人土
砗	石车Ｃ
羝	Ｃ七
顸	干页Ｈ
刳	大Ｓ刂
杩	木马Ｍ
俳	亻非Ｐ
慊	忄首兼
缫	纟巛木
茼	艹冂一
狺	犭言Ｙ
缍	纟千垂
圪	土乙
麇	鹿比禾
悝	忄里Ｋ
尥	尢勹丶
狨	犭戈
铯	钅巴
嗾	口族矢
胗	月人彡
痤	疒人土
隳	阝
镢	钅厂欠
鹋	艹田鸟
槭	木戊卜
畹	田宀
嵛	山亼前
饫	饣丿大
蘩	艹小
赓	广彐贝
绲	纟日比
翮	一冂羽
郐	人云阝
缧	纟田小
酹	酉爫寸
唛	口夂
颟	艹两页
蠓	虫营豕
眄	目一
葚	艹其乚
腧	月亼前
溲	氵叟Ｓ
溻	氵日羽
踬	贝
怍	忄乍Ｚ
畚	厶大田
嬖	尸辛女
糍	米首幺
旰	日干Ｇ
鞲	革井冂
涫	氵宀官
颃	亠几页
荭	艹纟工
嵴	山Ｋ月
垲	土山己
呒	口干乚
胼	月首廾
芡	艹欠Ｑ
朊	月元Ｒ
馓	饣攵
跣	儿
刈	乂刂Ｙ
萸	艹臼人
龠	亼口冊
帻	巾贝
瘳	疒羽彡
疸	疒日一
磴	石癶首
陔	阝亥Ｇ
醢	酉皿
踺	彐廴
蠲	首皿勹
蛸	虫冃
硖	石夫丷
鲞	鱼Ｘ
蚴	虫幺力
镲	钅宀示
戥	日戈
葑	艹圭寸
篌	亻矢
栝	木舌Ｇ
耧	耒米女
峁	山Ｇ卩
堋	土月月
芘	艹比Ｐ
謦	声殳言
鸲	勹口鸟
颡	又木页
鄞	廿阝
嗌	口首皿
踔	卜十
疔	疒丁Ｄ
铒	钅耳Ｅ
桄	木儿
屦	尸彳女
侉	亻大Ｓ
粝	米厂
瘘	疒米女
痧	疒氵少
绨	纟丷弓
葸	艹田心
薏	艹立心
仉	亻几Ｚ
廛	广里土
簟	覀十
裰	衤又又
畈	田反Ｆ
鲋	鱼亻寸
舻	舟卜尸
皤	白丿田
嗪	口禾
凇	冫八厶
谇	讠亠十
掭	扌一
燠	火白大
虿	丆虫
莼	艹纟七
毳	毛毛毛
簦	癶首
蹀	世木
胍	月瓜Ｇ
缣	纟首兼
枧	木见Ｊ
鲮	鱼土夂
陧	阝日土
泮	氵半Ｐ
梃	木壬廴
醑	酉乛冃
勖	日目力
谖	讠爫又
谳	讠大丶
铘	钅一阝
轭	车厂
酐	酉干Ｇ
庋	广十又
僬	亻焦Ｊ
贶	贝口儿
醅	酉立口
蝤	虫酋Ｑ
垧	土白口
锬	钅火火
趑	走冫欠
菹	落且Ｚ
龀	止凵匕
藁	艹高木
诖	讠圭Ｇ
匦	匚车九
笕	见Ｊ
硷	石亼兴
锩	钅
垅	土龙Ｌ
肭	月内Ｎ
陴	阝卑Ｐ
吣	口心Ｑ
醛	酉艹全
蒴	艹山月
邾	朱阝Ｚ
鳊	鱼户冊
鸸	丆皿鸟
桴	木爫子
搿	亼手
胲	月亥Ｈ
剞	大可刂
鬏	髟禾火
芤	艹子乚
嵝	山米女
艋	舟子皿
悛	忄厶夂
疝	疒山Ｓ
柝	木斤丶
鲔	鱼冃
拶	扌巛夕
黹	业丷巾
舯	舟口丨
箅	田丌
榇	木亲Ｃ
菰	艹子瓜
煳	火古月
劂	厂丷刂
蚵	虫可Ｈ
礞	石营豕
钼	钅目Ｍ
嬲	田力力
劬	勹口力
肽	月大丶
洧	氵冃
硪	石手戈
葙	艹木目
埸	土日勹
躜	贝
鬯	乂凵匕
鲱	鱼非Ｆ
砜	石风Ｆ
呋	口夫Ｆ
莩	艹爫子
鹨	羽彡鸟
墁	土日又
觫	用木
辋	车冂首
隰	阝日灬
獯	犭千黑
佾	亻八冃
媵	月女
趱	走
髌	骨穴丘
埕	土口王
谠	讠尚儿
碲	石旁巾
垤	土一土
唪	口干
绀	纟廿一
铪	钅亼口
洚	氵夂舛
嫘	女田小
楝	木木柬
甍	艹罒瓦
髂	骨宀各
磲	石匚木
绱	纟尚Ｓ
潲	氵冃
鲥	鱼日寸
铵	钅安Ａ
舨	舟反Ｂ
羼	尸羊羊
笪	日一
酚	酉分Ｆ
刿	山夕刂
曷	日勹乚
溷	氵囗豕
骱	骨人刂
胬	女又内
俜	亻由丂
銎	工几金
诎	讠出Ｑ
枘	木内Ｒ
镡	钅覀十
粜	出米Ｔ
浯	氵五口
绁	纟世Ｘ
崦	山大乚
劓	丿丌刂
蓣	艹丁页
菝	艹扌犮
鐾	尸辛金
蛏	虫又土
汆	丿丶水
甙	弋廿一
蒽	艹囗心
绋	纟弓刂
岣	山勹口
崮	山囗古
岵	山古Ｈ
掎	扌大可
挢	扌丿刂
讵	讠匚尸
窭	穴米女
赉	未丷贝
掊	扌立口
芟	艹殳Ｓ
毹	亼前毛
锶	钅田心
慝	匚艹心
氽	人水Ｔ
芄	艹九丶
怿	忄又干
鹆	谷鸟Ｙ
瘵	疒祭示
啶	口宀止
蔸	艹白儿
砘	石七凵
罟	罒古Ｇ
蚶	虫廿一
鲎	学鱼Ｈ
锾	钅爫又
湔	氵首前
搛	扌首兼
柃	木亽
逯	彐水辶
亓	二刂Ｑ
屺	山己Ｑ
郄	乂阝
檎	木人冂
毵	厶彡毛
渖	氵宀丨
肟	月二Ｓ
饩	饣气Ｘ
躞	火又
谮	讠旡日
酯	酉匕日
塍	月土
擐	扌罒ｒ
蠖	虫艹又
觖	用夬
跬	圭Ｋ
氇	毛鱼日
嘧	口宀山
蝻	虫Ｍ首
湓	氵分皿
氆	毛首业
庥	广亻木
嵫	山首幺
撙	扌酋寸
褊	衤户冊
篼	白儿
鳜	鱼厂欠
劢	丆力
蛴	虫文刂
汔	氵乙
骀	马厶口
醣	酉广口
腽	月日皿
舾	舟西Ｘ
仡	亻乙
莸	艹犭尢
黼	业巾甫
袼	衤各Ｇ
缑	纟尸矢
笱	勹口
袷	衤亼口
肼	月井Ｊ
僦	亻尢丶
蒉	艹贵Ｋ
阃	门囗木
臁	月广兼
倮	亻日木
芈	丨一干
杪	木少Ｍ
蠛	虫艹戊
蛲	虫戈儿
硗	石戈儿
跫	工几足
荽	艹爫女
渫	氵世木
崾	山覀女
瘗	疒夫土
箦	贝
舳	舟由Ｚ
黪	黑厶彡
锸	钅千臼
瓞	瓜失Ｄ
滏	氵父首
戆	章夂心
遘	井冂辶
簋	艮皿
鹪	焦鸟Ｊ
扃	户冂口
篥	覀木
鞔	革儿
浼	氵儿
庀	广匕Ｐ
肷	月欠Ｑ
鲭	鱼青Ｑ
埽	土彐巾
钽	钅日一
酴	酉余Ｔ
溆	氵余又
钸	钅巾
髑	骨罒勹
鳆	鱼夂
黉	学八
逭	宀官辶
浍	氵人云
裥	衤门日
榘	矢匚木
犋	牜且八
钌	钅乛亅
躐	巛鼠
砻	龙石Ｌ
苤	艹不一
榀	木口口
钋	钅卜Ｐ
綮	户攵小
胂	月日丨
锼	钅叟Ｓ
炱	厶口火
疃	田立里
煺	火艮辶
鼯	臼鼠口
籼	米山Ｘ
芗	艹丝丿
儇	亻罒ｒ
砟	石乍Ｚ
肫	月七凵
秕	禾比Ｂ
踣	立口
帱	巾丰寸
氡	气夂冫
垌	土冂一
佴	亻耳Ｅ
糇	米尸矢
肀	彐丨Ｙ
澌	氵其斤
耜	耒官Ｓ
龆	止凵召
禊	礻刀大
溴	氵丿大
氩	气亚Ｙ
吲	口弓丨
岜	山巴Ｂ
惝	忄尚Ｃ
蝽	虫日
腠	月大
徂	彳且Ｃ
硐	石冂一
镉	钅一冂
虼	虫乙
烀	火丿丁
蟪	虫士心
桷	木用
坜	土厂力
瞵	目米舛
簏	鹿比
镘	钅日又
擗	扌尸辛
筇	工阝
畋	田攵Ｔ
葶	艹亮丁
沲	氵也
穸	穴夕Ｘ
眢	夕目
搌	扌尸ｒ
埴	土十且
陬	阝耳又
砹	石艹乂
畀	田丌Ｂ
鹁	十子鸟
觇	占见Ｃ
瘅	疒丷十
菪	萱石Ｄ
铞	钅口巾
锇	钅手戈
钫	钅方Ｆ
砉	丰石Ｈ
锪	钅勹心
哜	口文刂
锔	钅尸
膦	月米舛
螨	虫艹两
茆	艹Ｇ卩
埤	土卑Ｂ
铈	钅亠巾
裼	衤日勹
迕	午辶Ｗ
氙	气山Ｘ
楦	木宀一
蛘	虫羊Ｙ
镱	钅立心
霪	雨氵壬
畛	田人彡
碡	石母
缵	纟贝
锿	钅衣口
襞	尸辛衣
髟	髟ＢＯ
蒇	艹戊贝
冁	丷十ｒ
籴	丿丶米
揲	扌世木
镦	钅高攵
苊	艹厂
疳	疒廿一
茛	艹艮Ｇ
鳇	鱼白王
攉	扌雨隹
虮	虫几Ｊ
镓	钅宀豕
噍	口焦Ｊ
弪	弓又工
胩	月卜下
罱	罒Ｍ首
苈	艹厂力
蠊	虫广兼
埝	土亽心
钕	钅女Ｎ
羟	又工
羰	山火
轺	车召Ｙ
舴	舟乍Ｚ
潴	氵犭者
萆	艹卑Ｂ
晡	日甫Ｂ
爨	臼冂火
榱	木衣口
铥	钅千厶
鸫	七小鸟
胨	月七小
罘	罒不Ｆ
槔	木白十
鹱	鸟艹又
墼	車殳土
骒	马日木
悃	忄囗木
漤	氵林女
稂	禾丶艮
诔	讠耒Ｌ
鲡	鱼一冂
疬	疒厂力
钔	钅门Ｍ
淠	氵田丌
裒	衣臼Ｐ
缲	纟口木
薷	艹雨皿
埏	土丿廴
谂	讠亽心
鲦	鱼夂朩
莛	艹壬廴
榍	木尸冃
髹	髟亻木
砑	石一才
垸	土宀元
帙	巾失Ｚ
窀	穴七凵
浞	氵足Ｚ
褙	衤匕冃
苄	艹亠卜
骣	马尸子
舡	舟工Ｃ
岽	山七小
赙	贝甫寸
漶	氵口心
跽	己心
疖	疒卩Ｊ
腈	月青Ｊ
桕	木臼Ｊ
桊	木Ｊ
埒	土爫寸
镅	钅尸目
镎	钅亼手
哌	口ｒ
郫	卑阝Ｐ
锖	钅青Ｑ
畎	田大丶
悫	士冖心
颥	雨皿页
唼	口立女
钐	钅彡Ｓ
矧	矢弓丨
牾	牜五口
鹇	门木鸟
殪	歹士首
鳙	鱼广冃
饔	亠丝食
籀	扌田
鄹	耳乑阝
坌	分土Ｂ
荸	艹十子
艚	舟西日
觌	十头见
铫	钅ＫＫ
鲼	鱼十贝
澉	氵乛攵
哿	加可Ｇ
瘊	疒亻矢
骺	骨Ｆ口
豇	一首工
筘	扌口
硇	石白乂
聍	耳宁Ｎ
蜱	虫卑Ｐ
丿	丿ＰＥ
氍	目隹毛
酞	酉大丶
钍	钅土Ｔ
沩	氵冫力
洫	氵丿皿
珧	王ＫＫ
舁	臼廾Ｙ
瀹	氵亼冊
粢	冫欠米
鲅	鱼犮Ｂ
鞴	革用
窆	穴丿之
瘛	疒丰心
镄	钅弓贝
祓	礻犮Ｆ
恝	丰刀心
瘕	疒尸又
戋	一戈Ｊ
鲒	鱼吉Ｊ
醵	酉虍豕
瘼	疒莫Ｍ
铌	钅尸匕
脬	月爫子
葜	艹丰大
椠	车斤木
瞍	目叟Ｓ
羧	厶夂
粞	米西Ｘ
蓰	艹彳止
窬	穴亼前
哳	口扌斤
轵	车口八
忮	忄十又
埯	土大乚
聱	敖耳Ａ
礤	石艹示
搋	扌几
憝	高攵心
钆	钅乚Ｇ
艽	艹九Ｊ
鳘	攵鱼
恧	丆皿心
襻	衤木手
氕	气丿Ｐ
镨	钅首日
铷	钅女口
洳	氵女口
蟓	虫象Ｘ
鸺	亻木鸟
铕	钅冃
驵	马且Ｚ
迮	乍辶Ｚ
廒	广敖Ａ
濞	氵丿丌
嶝	山癶首
耵	耳丁Ｄ
蹯	丿田
篚	匚非
嚆	口艹高
劐	艹又刂
鲚	鱼文刂
鲣	鱼又土
趼	一廾
赆	贝尺冫
爝	火爫寸
钶	钅可Ｋ
鳢	鱼日首
荬	艹乛头
镤	钅业丶
桤	木山己
筲	冃
堍	土兔Ｔ
箨	扌干
蕹	艹丿隹
钇	钅乙Ｙ
罾	罒丷日
橥	犭者木
鲻	鱼巛田
阼	阝乍Ｚ
揞	扌立日
庳	广卑Ｂ
馇	饣木一
怊	忄召Ｃ
脞	月人土
埭	土彐水
塥	土一冂
绠	纟丈日
蕻	艹厶八
鲩	鱼宀元
癀	疒八
洎	氵丿目
礓	石一一
捃	扌彐口
锎	钅门一
轹	车Ｃ小
跞	Ｃ小
瞀	攵目
猸	犭尸目
鹛	尸目鸟
脒	月米Ｍ
耱	耒广石
衄	丿皿丑
甓	尸辛瓦
锓	钅彐又
脎	月乂朩
滠	氵耳又
鲐	鱼厶口
萜	艹巾占
砼	石人工
涠	氵囗二
甾	巛田Ｚ
痄	疒乍Ｚ
浈	氵卜贝
瘃	疒豕丶
舭	舟比Ｂ
螬	虫西日
躔	广土
枨	木长Ｃ
眵	目夕夕
镩	钅穴丨
垡	亻戈土
稃	禾爫子
郛	爫子阝
酤	酉古Ｇ
崞	山高子
蜾	虫日木
捍	扌日干
谫	讠首刀
眍	目匚乂
癃	疒阝
毪	毛厶牛
仫	亻丿厶
垴	土文凵
筢	扌巴
锫	钅立口
螵	虫覀示
岍	山一廾
阢	阝一儿
菥	艹木斤
鼷	臼鼠大
薤	艹歹一
舣	舟丶乂
著	艹者Ｚ
腙	月宀示
蒡	艹旁方
鹎	卑鸟Ｂ
滗	氵毛
缏	纟亻丈
醭	酉业丶
猹	犭木一
瘥	疒工
膪	月旁口
阽	阝占Ｄ
簖	乚斤
牿	牜告Ｇ
馘	首目戈
撖	扌乛攵
缋	纟贵Ｈ
牮	代牛Ｊ
铼	钅未丷
铹	钅营力
泐	氵阝力
墚	土刀木
镥	钅鱼日
苠	艹巳七
脲	月尸水
蒎	落ｒ
犏	牜户冊
钷	钅匚口
劁	焦刂Ｑ
鼽	丿丌九
磉	石又木
鲺	鱼乙丿
贳	世贝Ｓ
摅	扌虍心
耥	耒尚Ｔ
螗	虫广口
箢	夕
軎	車口Ｗ
莶	艹亼兴
痃	疒玄Ｘ
痖	疒亚Ｙ
疰	疒主Ｚ
碥	石户冊
瘭	疒覀示
傺	亻祭示
鼢	臼鼠分
瀵	氵米八
艴	弓刂巴
戤	乃皿戈
筻	丈日
觏	井冂见
鲴	鱼囗古
轷	车丿丁
耠	耒亼口
茳	落工Ｊ
喹	口大圭
醌	酉日比
蒗	落丶艮
铑	钅耂匕
耢	耒营力
蔹	艹兴攵
稆	禾口口
攴	卜又Ｐ
苘	艹冂口
赇	贝氺丶
辁	车全Ｑ
赕	贝火火
铽	钅弋心
猃	犭亼兴
糈	米乛冃
酏	酉也Ｙ
茚	艹Ｅ卩
齄	丿丌一
绗	纟彳亍
荮	艹纟寸
夼	大川Ｋ
螋	虫叟Ｓ
耖	耒少Ｃ
蒈	艹比白
鲕	鱼丆皿
禚	礻灬
鳋	鱼又虫
